episode,reward,game_score,lines,moves,epsilon,avg_reward_25,avg_game_score_25,avg_lines_25,avg_moves_25
698,-116.90000000000006,3900,31,113,0.12280625891944975,-328.696,2228,17.8,77.56
699,-568.6,3100,21,86,0.1224378401426914,-334.088,2308,18.28,78.8
700,-440.0000000000001,5100,35,125,0.12207052662226334,-335.168,2488,19.52,82.12
701,-482.2,1800,16,71,0.12170431504239655,-337.78400000000005,2512,19.68,82.36
702,-189.6,2800,24,89,0.12133920209726937,-329.72400000000005,2576,20.24,83.52
703,-334.30000000000007,3300,31,112,0.12097518449097756,-326.46400000000006,2708,21.48,86.8
704,-343.20000000000005,400,4,43,0.12061225893750463,-327.196,2652,21.08,85.84
705,-419.5,1400,10,59,0.12025042216069212,-328.57200000000006,2684,21.24,86.4
706,-362.69999999999993,1700,15,67,0.11988967089421004,-333.0,2628,20.84,85.28
707,62.79999999999979,10400,82,234,0.11953000188152742,-316.764,3016,23.92,92.72
708,-242.2000000000001,8300,53,166,0.11917141187588283,-313.17600000000004,3344,26,98.04
709,-418.1000000000001,500,5,48,0.11881389764025518,-318.908,3100,24.28,93.8
710,-104.40000000000005,3200,26,99,0.11845745594733442,-311.34400000000005,3200,25.04,95.72
711,-323.9,2500,17,73,0.11810208357949242,-305.184,3296,25.68,97.2
712,-192.50000000000006,2900,19,81,0.11774777732875394,-303.26800000000003,3376,26.16,98.56
713,-338.2,1400,8,51,0.11739453399676768,-303.1,3324,25.48,96.76
714,-474.30000000000007,4300,25,98,0.11704235039477738,-303.684,3448,26.08,98.44
715,-245.70000000000002,1500,13,63,0.11669122334359305,-295.26400000000007,3428,25.96,97.88
716,-167.00000000000006,4300,35,121,0.11634114967356228,-286.34000000000003,3588,27.24,101.16
717,-323.20000000000005,1300,13,67,0.1159921262245416,-301.46000000000004,3448,26.24,98.68
718,-161.49999999999997,5500,41,135,0.11564414984586797,-294.956,3592,27.36,101.44
719,-328.3999999999999,0,0,30,0.11529721739633036,-289.27200000000005,3296,24.88,95.04
720,-262.70000000000005,2100,13,64,0.11495132574414137,-293.31600000000003,3236,24.36,93.72
721,-483.0000000000001,1800,14,71,0.11460647176690894,-300.064,3152,23.76,92.4
722,-433.90000000000003,1900,13,67,0.11426265235160821,-307.72800000000007,3016,22.56,89.32
723,-386.5,600,4,42,0.11391986439455339,-318.51200000000006,2884,21.48,86.48
724,-3.099999999999895,4300,37,125,0.11357810480136972,-295.89200000000005,2932,22.12,88.04
725,-204.09999999999997,2400,16,69,0.11323737048696561,-286.456,2824,21.36,85.8
726,-406.3999999999999,800,6,49,0.11289765837550471,-283.42400000000004,2784,20.96,84.92
727,-303.90000000000003,1200,10,56,0.1125589654003782,-287.99600000000004,2720,20.4,83.6
728,-412.90000000000003,900,9,58,0.11222128850417706,-291.14000000000004,2624,19.52,81.44
729,-297.3,1000,8,48,0.11188462463866453,-289.30400000000003,2648,19.68,81.64
730,-474.9,100,1,37,0.11154897076474853,-291.52000000000004,2596,19.32,80.76
731,-287.59999999999997,2000,14,72,0.11121432385245428,-288.516,2608,19.28,80.96
732,-144.20000000000005,3000,24,92,0.11088068088089692,-296.796,2312,16.96,75.28
733,-334.00000000000006,600,6,48,0.11054803883825423,-300.468,2004,15.08,70.56
734,-424.5999999999999,400,4,45,0.11021639472173947,-300.728,2000,15.04,70.44
735,-391.80000000000007,1600,14,68,0.10988574553757426,-312.224,1936,14.56,69.2
736,-539.6,2700,19,80,0.10955608830096153,-320.85200000000003,1944,14.64,69.48
737,-348.09999999999997,2200,20,82,0.10922742003605865,-327.076,1916,14.68,69.52
738,-289.9,900,7,45,0.10889973777595047,-325.144,1896,14.64,69.28
739,-403.20000000000005,100,1,25,0.10857303856262261,-322.3,1728,13.68,66.36
740,-281.09999999999997,2100,19,81,0.10824731944693475,-323.716,1752,13.92,67.08
741,-525.6999999999999,6400,30,107,0.10792257748859395,-338.064,1836,13.72,66.52
742,-269.40000000000003,3000,24,93,0.10759880975612816,-335.912,1904,14.16,67.56
743,-338.40000000000003,2100,13,61,0.10727601332685978,-342.988,1768,13.04,64.6
744,-360.1,2200,16,77,0.1069541852868792,-344.25600000000003,1856,13.68,66.48
745,-238.30000000000004,2100,15,69,0.10663332273101855,-343.28000000000003,1856,13.76,66.68
746,-296.5,1100,11,60,0.1063134227628255,-335.82,1828,13.64,66.24
747,-451.9,400,2,34,0.10599448249453702,-336.54,1768,13.2,64.92
748,-437.4000000000001,1800,14,68,0.10567649904705341,-338.576,1816,13.6,65.96
749,-328.40000000000003,0,0,25,0.10535946954991225,-351.588,1644,12.12,61.96
750,-473.3,700,7,49,0.10504339114126252,-362.356,1576,11.76,61.16
751,-261.80000000000007,3400,30,113,0.10472826096783873,-356.572,1680,12.72,63.72
752,-281.50000000000006,2300,11,58,0.10441407618493521,-355.676,1724,12.76,63.8
753,-342.7000000000001,10000,66,199,0.10410083395638041,-352.868,2088,15.04,69.44
754,-485.3,400,4,41,0.10378853145451127,-360.38800000000003,2064,14.88,69.16
755,-440.0999999999999,3000,14,74,0.10347716586014773,-358.99600000000004,2180,15.4,70.64
756,-358.4,1000,8,53,0.10316673436256728,-361.82800000000003,2140,15.16,69.88
757,-402.00000000000006,3200,26,100,0.10285723415947957,-372.14,2148,15.24,70.2
758,-88.49999999999993,5400,46,149,0.10254866245700113,-362.32,2340,16.84,74.24
759,-434.3000000000001,500,3,42,0.10224101646963013,-362.708,2344,16.8,74.12
760,-363.2,3400,26,105,0.10193429342022124,-361.564,2416,17.28,75.6
761,-163.50000000000003,2700,23,87,0.10162849053996058,-346.52000000000004,2416,17.44,75.88
762,-313.20000000000005,2800,16,72,0.10132360506834069,-345.124,2440,17.28,75.48
763,-130.59999999999997,3400,28,104,0.10101963425313566,-338.752,2540,18.12,77.84
764,-284.1,1900,17,76,0.10071657535037626,-333.988,2612,18.76,79.88
765,-411.4000000000001,2500,19,85,0.10041442562432513,-339.20000000000005,2628,18.76,80.04
766,-360.1000000000001,2200,14,71,0.10011318234745216,-332.576,2460,18.12,78.6
767,-380.40000000000003,2400,20,86,0.0998128428004098,-337.016,2436,17.96,78.32
768,-312.5,3400,22,91,0.09951340427200858,-335.98,2488,18.32,79.52
769,-401.9,1900,7,53,0.09921486405919255,-337.65200000000004,2476,17.96,78.56
770,-352.7,2500,19,80,0.09891721946701497,-342.228,2492,18.12,79
771,-356.0,300,3,38,0.09862046780861393,-344.608,2460,17.8,78.12
772,-556.9,300,3,47,0.09832460640518809,-348.80800000000005,2456,17.84,78.64
773,-182.29999999999998,2400,18,76,0.09802963258597253,-338.60400000000004,2480,18,78.96
774,-395.0,2400,18,77,0.0977355436882146,-341.26800000000003,2576,18.72,81.04
775,-396.69999999999993,1200,10,58,0.09744233705714996,-338.204,2596,18.84,81.4
776,-323.2000000000001,7800,50,161,0.09715001004597851,-340.66,2772,19.64,83.32
777,-345.6,3900,29,102,0.09685856001584058,-343.224,2836,20.36,85.08
778,-278.4000000000001,3800,20,86,0.09656798433579306,-340.652,2588,18.52,80.56
779,-312.2,900,7,52,0.09627828038278567,-333.728,2608,18.64,81
780,73.50000000000026,9200,76,227,0.09598944554163731,-313.184,2856,21.12,87.12
781,-444.3000000000001,1800,10,61,0.0957014772050124,-316.62,2888,21.2,87.44
782,-437.4,4200,26,101,0.09541437277339737,-318.036,2928,21.2,87.48
783,-268.4000000000002,9300,71,209,0.09512812965507718,-325.232,3084,22.2,89.88
784,-240.79999999999998,2700,23,91,0.09484274526611194,-317.492,3172,23,91.84
785,-370.4,800,6,46,0.09455821703031361,-317.78000000000003,3068,22.2,89.48
786,-282.0000000000001,1300,13,65,0.09427454237922267,-322.52000000000004,3012,21.8,88.6
787,-339.70000000000005,3400,26,103,0.09399171875208501,-323.58000000000004,3036,22.2,89.84
788,-518.5,2200,16,79,0.09370974359582875,-339.096,2988,21.72,88.84
789,-134.69999999999993,6600,36,123,0.09342861436504125,-333.12,3176,22.48,90.72
790,-315.8,900,7,50,0.09314832852194613,-329.296,3112,22,89.32
791,-434.79999999999995,4200,38,129,0.09286888353638029,-332.284,3192,22.96,91.64
792,-369.99999999999994,600,6,52,0.09259027688577115,-331.868,3120,22.4,90.28
793,-564.2,2900,25,94,0.09231250605511383,-341.936,3100,22.52,90.4
794,-375.8,2400,18,81,0.0920355685369485,-340.892,3120,22.96,91.52
795,-395.4000000000001,700,7,53,0.09175946183133765,-342.6,3048,22.48,90.44
796,-164.90000000000012,10900,79,226,0.09148418344584364,-334.956,3472,25.52,97.96
797,-453.1000000000001,2200,18,81,0.0912097308955061,-330.80400000000003,3548,26.12,99.32
798,-292.09999999999997,1800,12,67,0.09093610170281959,-335.196,3524,25.88,98.96
799,-490.0,3800,34,125,0.09066329339771112,-338.99600000000004,3580,26.52,100.88
800,-315.80000000000007,2600,20,86,0.09039130351751799,-335.76000000000005,3636,26.92,102
801,-317.0,1800,16,75,0.09012012960696544,-335.512,3396,25.56,98.56
802,-375.1,2800,18,76,0.08984976921814454,-336.692,3352,25.12,97.52
803,-361.0,2100,15,75,0.0895802199104901,-339.99600000000004,3284,24.92,97.08
804,-352.40000000000003,1200,8,52,0.08931147925075864,-341.60400000000004,3296,24.96,97.08
805,-491.5000000000001,4000,32,116,0.08904354481300636,-364.204,3088,23.2,92.64
806,-283.4,1800,16,76,0.08877641417856734,-357.76800000000003,3088,23.44,93.24
807,-378.40000000000003,2100,17,77,0.08851008493603164,-355.408,3004,23.08,92.28
808,-323.70000000000005,1700,17,75,0.08824455468122355,-357.62,2700,20.92,86.92
809,-427.4,1300,9,54,0.08797982101717988,-365.084,2644,20.36,85.44
810,-463.59999999999997,400,2,39,0.08771588155412834,-368.812,2628,20.2,85.16
811,-324.3,1100,9,54,0.08745273390946595,-370.504,2620,20.04,84.72
812,-430.2,4100,35,125,0.08719037570773755,-374.124,2648,20.4,85.6
813,-303.4,900,9,54,0.08692880458061433,-365.52000000000004,2596,20.12,84.6
814,-371.29999999999995,0,0,28,0.08666801816687249,-374.98400000000004,2332,18.68,80.8
815,-358.9,1700,17,81,0.08640801411237187,-376.708,2364,19.08,82.04
816,-181.49999999999997,3700,31,114,0.08614879007003474,-366.576,2344,18.8,81.44
817,-440.0,0,0,39,0.08589034369982464,-369.37600000000003,2320,18.56,80.92
818,-322.1,3900,31,113,0.08563267266872517,-359.692,2360,18.8,81.68
819,-523.1000000000001,1300,13,69,0.085375774650719,-365.584,2316,18.6,81.2
820,-196.39999999999986,5100,43,142,0.08511964732676684,-357.624,2492,20.04,84.76
821,-268.19999999999993,5100,41,141,0.08486428838478655,-361.75600000000003,2260,18.52,81.36
822,-143.09999999999997,5500,31,112,0.08460969551963218,-349.356,2392,19.04,82.6
823,-385.70000000000005,900,5,46,0.08435586643307329,-353.1,2356,18.76,81.76
824,-493.1000000000001,1700,15,72,0.08410279883377407,-353.224,2272,18,79.64
825,-213.39999999999998,7400,54,169,0.08385049043727275,-349.128,2464,19.36,82.96
826,-441.6,300,3,47,0.08359893896596093,-354.112,2404,18.84,81.84
827,-424.9000000000001,2300,21,90,0.08334814214906305,-356.104,2384,18.96,82.4
828,-366.79999999999995,2200,22,90,0.08309809772261587,-356.336,2388,19.24,83
829,125.80000000000015,4700,41,134,0.08284880342944802,-337.20799999999997,2528,20.56,86.28
830,-483.79999999999995,300,3,44,0.08260025701915967,-336.9,2380,19.4,83.4
831,-135.70000000000002,2600,18,71,0.0823524562481022,-330.992,2412,19.48,83.2
832,-347.9000000000001,7900,51,157,0.08210539887935789,-329.772,2644,20.84,86.4
833,-282.5000000000001,3000,26,98,0.08185908268271981,-328.124,2696,21.2,87.32
834,-448.99999999999994,6000,44,146,0.08161350543467165,-328.988,2884,22.6,91
835,-514.3000000000002,5500,35,124,0.08136866491836764,-331.016,3088,23.92,94.4
836,-239.89999999999998,2700,23,90,0.08112455892361253,-327.64,3152,24.48,95.84
837,-377.5999999999999,6800,48,157,0.0808811852468417,-325.536,3260,25,97.12
838,-417.4,1000,8,55,0.08063854169110117,-330.096,3264,24.96,97.16
839,-81.70000000000024,7400,58,178,0.08039662606602786,-318.512,3560,27.28,103.16
840,41.4000000000002,7600,60,188,0.08015543618782978,-302.5,3796,29,107.44
841,-236.4,3000,16,73,0.07991496987926629,-304.696,3768,28.4,105.8
842,-235.0,2700,23,90,0.07967522496962849,-296.496,3876,29.32,107.84
843,-388.7000000000001,2800,26,94,0.07943619929471961,-299.16,3832,29.12,107.08
844,114.70000000000019,6800,58,180,0.07919789069683544,-273.648,4052,30.92,111.52
845,-208.40000000000006,6300,45,148,0.07896029702474494,-274.128,4100,31,111.76
846,-277.4000000000001,2600,22,89,0.0787234161336707,-274.49600000000004,4000,30.24,109.68
847,-400.80000000000007,2400,16,74,0.07848724588526969,-284.80400000000003,3876,29.64,108.16
848,-258.8,2900,17,76,0.07825178414761388,-279.728,3956,30.12,109.36
849,-478.8,6800,50,159,0.07801702879517104,-279.156,4160,31.52,112.84
850,-136.19999999999993,5300,37,125,0.07778297770878553,-276.068,4076,30.84,111.08
851,-137.80000000000007,8500,71,210,0.07754962877565917,-263.916,4404,33.56,117.6
852,-213.00000000000006,1300,11,57,0.0773169798893322,-255.44,4364,33.16,116.28
853,-522.1999999999999,2900,25,95,0.07708502894966421,-261.656,4392,33.28,116.48
854,102.5000000000002,6800,54,168,0.07685377386281522,-262.588,4476,33.8,117.84
855,-343.20000000000005,1300,11,62,0.07662321254122678,-256.964,4516,34.12,118.56
856,149.2000000000005,9100,69,202,0.0763933429036031,-245.56799999999998,4776,36.16,123.8
857,-390.59999999999997,400,2,36,0.07616416287489229,-247.27599999999998,4476,34.2,118.96
858,-432.4,2700,15,69,0.07593567038626761,-253.272,4464,33.76,117.8
859,140.79999999999978,9700,77,227,0.0757078633751088,-229.67999999999998,4612,35.08,121.04
860,-254.50000000000003,2500,19,81,0.07548073978498347,-219.28799999999998,4492,34.44,119.32
861,187.6999999999996,10500,59,181,0.07525429756562853,-202.184,4804,35.88,122.96
862,-285.30000000000007,1500,13,62,0.07502853467293165,-198.49200000000002,4592,34.48,119.16
863,339.80000000000007,10200,78,230,0.07480344906891286,-168.204,4960,37.28,126.16
864,-346.0000000000001,900,7,53,0.07457903872170611,-178.776,4700,35.24,121.16
865,-212.00000000000003,2800,22,93,0.07435530160554099,-188.912,4508,33.72,117.36
866,-364.4,500,5,44,0.07413223570072437,-194.032,4408,33.28,116.2
867,19.69999999999994,5100,39,133,0.0739098389936222,-183.84400000000002,4504,33.92,117.92
868,-360.1,3000,16,70,0.07368810947664134,-182.70000000000002,4512,33.52,116.96
869,310.00000000000006,11700,83,237,0.07346704514821141,-174.888,4708,34.52,119.24
870,19.69999999999984,9000,62,187,0.07324664401276677,-165.764,4816,35.2,120.8
871,-399.3,1800,12,65,0.07302690408072847,-170.64000000000001,4784,34.8,119.84
872,-179.69999999999996,7600,56,172,0.07280782336848628,-161.79600000000002,4992,36.4,123.76
873,-244.39999999999998,1800,18,78,0.07258939989838081,-161.22,4948,36.44,123.84
874,-394.2,1700,15,73,0.07237163169868567,-157.836,4744,35.04,120.4
875,-408.3,600,6,46,0.07215451680358961,-168.72,4556,33.8,117.24
876,-89.00000000000006,5100,45,145,0.07193805325317884,-166.768,4420,32.76,114.64
877,-34.70000000000003,4600,42,144,0.07172223909341931,-159.636,4552,34,118.12
878,-313.90000000000003,1600,10,60,0.07150707237613906,-151.304,4500,33.4,116.72
879,-473.19999999999993,4900,47,156,0.07129255115901063,-174.33200000000002,4424,33.12,116.24
880,-405.49999999999994,2400,22,86,0.0710786735055336,-176.824,4468,33.56,117.2
881,-255.60000000000002,2700,21,82,0.07086543748501699,-193.01600000000005,4212,31.64,112.4
882,-10.200000000000074,3900,25,90,0.07065284117256193,-177.80000000000004,4352,32.56,114.56
883,-429.29999999999995,300,3,43,0.07044088264904425,-177.67600000000004,4256,32.08,113.52
884,-408.40000000000003,2900,15,74,0.07022956000109712,-199.64400000000003,3984,29.6,107.4
885,-13.100000000000065,5500,35,123,0.07001887132109383,-189.98800000000003,4104,30.24,109.08
886,-267.9,2700,25,93,0.06980881470713055,-208.21200000000002,3792,28.88,105.56
887,-69.10000000000008,3100,27,96,0.06959938826300915,-199.56400000000002,3856,29.44,106.92
888,-291.3,800,8,54,0.06939059009822013,-224.80800000000002,3480,26.64,99.88
889,-443.9,0,0,29,0.06918241832792547,-228.72400000000002,3444,26.36,98.92
890,-389.20000000000005,3100,19,79,0.0689748710729417,-235.812,3456,26.24,98.36
891,-422.1000000000001,1100,9,59,0.06876794645972288,-238.12,3480,26.4,98.96
892,-333.90000000000003,2100,17,74,0.06856164262034371,-252.264,3360,25.52,96.6
893,-188.1,1500,15,74,0.06835595769248268,-245.38400000000001,3300,25.48,96.76
894,7.899999999999913,10400,88,258,0.06815088981940523,-257.468,3248,25.68,97.6
895,791.3999999999999,12000,90,258,0.06794643714994701,-226.60000000000002,3368,26.8,100.44
896,-357.79999999999995,2800,18,80,0.06774259783849718,-224.94000000000003,3408,27.04,101.04
897,-359.5,2100,15,73,0.06753937004498169,-232.13200000000003,3188,25.4,97.08
898,-329.20000000000005,1300,11,58,0.06733675193484674,-235.52400000000003,3168,25.12,96.28
899,-12.600000000000065,6400,52,164,0.0671347416790422,-220.26000000000002,3356,26.6,99.92
900,-281.79999999999995,2300,15,71,0.06693333745400507,-215.20000000000002,3424,26.96,100.92
901,-337.4,2800,24,92,0.06673253744164305,-225.13600000000002,3332,26.12,98.8
902,225.99999999999994,9500,69,208,0.06653233982931812,-214.70800000000003,3528,27.2,101.36
903,-287.40000000000003,4300,41,138,0.06633274280983018,-213.64800000000002,3636,28.44,104.48
904,-339.6000000000001,2700,19,82,0.06613374458140069,-208.30400000000003,3548,27.32,101.52
905,-341.50000000000006,2200,20,81,0.06593534334765648,-205.74400000000003,3540,27.24,101.32
906,-442.70000000000005,3400,32,116,0.06573753731761352,-213.22800000000004,3568,27.68,102.68
907,-61.49999999999983,6800,40,133,0.06554032470566068,-215.28000000000003,3684,28.28,104.4
908,-507.1000000000001,1900,17,80,0.0653437037315437,-218.39200000000002,3748,28.84,105.88
909,-299.59999999999997,1200,10,52,0.06514767262034907,-214.04000000000002,3680,28.64,105
910,-312.49999999999994,5000,38,130,0.06495222960248802,-226.01600000000002,3660,28.76,105.28
911,256.4999999999999,6700,49,155,0.06475737291368056,-205.04000000000002,3820,29.72,107.76
912,-1.9000000000000554,7900,59,180,0.06456310079493952,-202.35200000000003,4012,31,111.12
913,193.09999999999985,7300,57,168,0.06436941149255469,-182.97600000000003,4272,32.96,115.68
914,9.30000000000004,3400,30,104,0.06417630325807702,-164.84800000000004,4408,34.16,118.68
915,8.29999999999993,5600,38,128,0.0639837743483028,-148.94800000000004,4508,34.92,120.64
916,-462.7000000000001,10100,85,245,0.06379182302525789,-150.57200000000003,4868,37.96,128.08
917,-294.79999999999984,15900,103,291,0.06360044755618212,-149.008,5420,41.4,136.76
918,-489.50000000000006,5000,36,122,0.06340964621351357,-161.06400000000002,5560,42.24,138.68
919,-300.3,1000,8,53,0.06321941727487303,-173.39200000000002,5184,39.04,130.48
920,-514.1,1200,10,59,0.0630297590230484,-225.61200000000002,4752,35.84,122.52
921,-678.0000000000001,7200,54,169,0.06284066974597925,-238.42000000000002,4928,37.28,126.08
922,-390.59999999999997,1600,16,76,0.06265214773674131,-239.66400000000002,4908,37.32,126.2
923,-147.89999999999998,3100,23,86,0.06246419129353109,-232.41200000000003,4980,37.8,127.32
924,-315.4000000000002,6200,36,125,0.0622767987196505,-244.52400000000003,4972,37.16,125.76
925,-253.60000000000002,1500,11,58,0.06208996832349155,-243.39600000000004,4940,37,125.24
926,57.50000000000004,7800,66,198,0.06190369841852107,-227.60000000000002,5140,38.68,129.48
927,-99.59999999999974,5900,45,147,0.06171798732326551,-240.62400000000002,4996,37.72,127.04
928,812.7999999999993,16400,120,334,0.06153283336129571,-196.61600000000004,5480,40.88,134.88
929,-447.80000000000007,600,6,47,0.061348234861211826,-200.94400000000005,5396,40.36,133.48
930,-481.8999999999999,8800,70,213,0.06116419015662819,-206.56000000000003,5660,42.36,138.76
931,-387.50000000000006,1600,14,69,0.0609806975861583,-204.35200000000003,5588,41.64,136.88
932,-428.0000000000001,6000,40,130,0.06079775549339983,-219.01200000000006,5556,41.64,136.76
933,-238.8,2900,27,102,0.06061536222691963,-208.28000000000006,5596,42.04,137.64
934,232.40000000000015,13200,98,284,0.06043351614023887,-187.00000000000003,6076,45.56,146.92
935,-279.1000000000001,9300,67,200,0.060252215591818155,-185.66400000000004,6248,46.72,149.72
936,-487.09999999999997,11600,82,240,0.0600714589450427,-215.40800000000004,6444,48.04,153.12
937,-467.79999999999995,1900,13,68,0.05989124456820757,-234.04400000000004,6204,46.2,148.64
938,-369.30000000000007,2500,21,86,0.059711570834502944,-256.54,6012,44.76,145.36
939,-412.20000000000005,5000,38,132,0.05953243612199943,-273.40000000000003,6076,45.08,146.48
940,-377.4,1300,11,65,0.05935383881363344,-288.82800000000003,5904,44,143.96
941,-18.300000000000175,11200,66,200,0.05917577729719254,-271.052,5948,43.24,142.16
942,-505.90000000000015,100,1,36,0.05899824996530096,-279.49600000000004,5316,39.16,131.96
943,149.89999999999955,5500,47,147,0.05882125521540506,-253.92000000000007,5336,39.6,132.96
944,-318.70000000000005,300,3,33,0.05864479144975884,-254.65600000000006,5308,39.4,132.16
945,-134.8,5500,41,138,0.05846885707540957,-239.48400000000007,5480,40.64,135.32
946,-755.4000000000002,5500,47,153,0.05829345050418334,-242.58000000000007,5412,40.36,134.68
947,-177.10000000000005,9900,83,241,0.05811857015267079,-234.04000000000008,5744,43.04,141.28
948,-133.4000000000001,4200,26,100,0.057944214442212774,-233.46000000000006,5788,43.16,141.84
949,-320.2,2600,20,82,0.05777038179888613,-233.65200000000007,5644,42.52,140.12
950,-113.7000000000001,7700,55,174,0.05759707065348948,-228.05600000000007,5892,44.28,144.76
951,20.80000000000004,5900,45,147,0.05742427944152901,-229.5240000000001,5816,43.44,142.72
952,-369.6,3400,28,100,0.057252006603204425,-240.3240000000001,5716,42.76,140.84
953,-253.9,5400,40,133,0.05708025058339481,-282.9920000000001,5276,39.56,132.8
954,-413.8999999999999,200,2,37,0.056909009831644625,-281.636,5260,39.4,132.4
955,-506.9,4700,39,129,0.05673828280214969,-282.636,5096,38.16,129.04
956,25.399999999999906,4200,34,116,0.05656806795374324,-266.12000000000006,5200,38.96,130.92
957,-316.6,4100,33,115,0.056398363749882004,-261.66400000000004,5124,38.68,130.32
958,-372.40000000000003,5000,42,139,0.05622916865863236,-267.00800000000004,5208,39.28,131.8
959,-134.00000000000003,3500,29,102,0.056060481152656466,-281.66400000000004,4820,36.52,124.52
960,-504.3,2100,21,89,0.0558922997091985,-290.6720000000001,4532,34.68,120.08
961,-368.70000000000005,1200,10,49,0.0557246228100709,-285.93600000000004,4116,31.8,112.44
962,-426.0000000000001,3900,33,115,0.055557448941640684,-284.26400000000007,4196,32.6,114.32
963,-457.40000000000003,300,3,43,0.05539077659481576,-287.78800000000007,4108,31.88,112.6
964,-349.2,400,4,40,0.05522460426503131,-285.2680000000001,3924,30.52,108.92
965,-381.80000000000007,3600,30,111,0.05505893045223622,-285.4440000000001,4016,31.28,110.76
966,-396.00000000000006,100,1,30,0.054893753660879514,-300.5520000000001,3572,28.68,103.96
967,-422.3000000000001,600,4,41,0.054729072399896876,-297.2080000000001,3592,28.8,104.16
968,-492.00000000000017,10000,76,224,0.054564885182697184,-322.88400000000007,3772,29.96,107.24
969,-61.40000000000011,3000,28,100,0.05440119052714909,-312.59200000000004,3880,30.96,109.92
970,-316.20000000000005,2500,23,89,0.05423798695556764,-319.84800000000007,3760,30.24,107.96
971,209.79999999999995,9700,71,215,0.05407527299470094,-281.24000000000007,3928,31.2,110.44
972,-482.7000000000001,2900,25,96,0.053913047175716836,-293.46400000000006,3648,28.88,104.64
973,-329.4,3100,31,111,0.05375130803418968,-301.30400000000003,3604,29.08,105.08
974,-125.1,2100,17,79,0.05359005411008711,-293.50000000000006,3584,28.96,104.96
975,-277.5,5200,36,125,0.053429283947756846,-300.052,3484,28.2,103
976,-719.6999999999998,7300,41,136,0.053268996095913575,-329.672,3540,28.04,102.56
977,-268.0,1900,13,65,0.05310918910762583,-325.608,3480,27.44,101.16
978,-246.10000000000005,3200,24,91,0.052949861540302956,-325.29600000000005,3392,26.8,99.48
979,308.3999999999999,8500,71,209,0.052791011955682046,-296.40400000000005,3724,29.56,106.36
980,-180.39999999999995,8400,56,175,0.052632638919815,-283.34400000000005,3872,30.24,108.2
981,6.399999999999963,10200,66,195,0.052474741003055554,-284.10400000000004,4112,31.52,111.36
982,-37.69999999999987,4000,38,126,0.052317316780046384,-272.94800000000004,4108,31.72,111.8
983,-253.4,800,8,49,0.05216036482970624,-268.18800000000005,3940,30.36,108.2
984,-381.70000000000005,3500,29,106,0.052003883735217124,-278.096,3940,30.36,108.36
985,-422.9,1900,15,73,0.051847872084011475,-274.84000000000003,3932,30.12,107.72
986,-464.9000000000001,2000,18,80,0.05169232846775944,-278.68800000000005,3964,30.44,108.96
987,-386.4000000000001,4200,24,96,0.05153725148235616,-277.10400000000004,3976,30.08,108.2
988,-565.9000000000001,7200,52,164,0.051382639727909095,-281.444,4252,32.04,113.04
989,-338.1,900,9,53,0.051228491808725365,-281.00000000000006,4272,32.24,113.56
990,-126.99999999999976,6000,44,144,0.05107480633329919,-270.808,4368,32.8,114.88
991,-438.3000000000001,200,2,42,0.05092158191429929,-272.5,4372,32.84,115.36
992,-211.9,2400,20,77,0.05076881716855639,-264.084,4444,33.48,116.8
993,688.7000000000008,19900,155,417,0.05061651071705072,-216.85599999999997,4840,36.64,124.52
994,-461.80000000000007,2200,14,68,0.05046466118489957,-232.87199999999999,4808,36.08,123.24
995,-9.999999999999638,6900,51,161,0.05031326720134487,-220.62399999999997,4984,37.2,126.12
996,-290.20000000000005,3100,21,79,0.05016232739974084,-240.62399999999997,4720,35.2,120.68
997,-113.8000000000001,4100,35,116,0.050011840417541614,-225.86799999999997,4768,35.6,121.48
998,-244.20000000000005,7200,58,178,0.05,-222.45999999999995,4932,36.68,124.16
999,119.00000000000003,11600,94,268,0.05,-212.69599999999997,5312,39.76,131.72
1000,-256.5,4100,29,103,0.05,-211.85599999999997,5268,39.48,130.84
1001,710.9999999999999,10900,89,252,0.05,-154.628,5412,41.4,135.48
1002,-383.99999999999994,100,1,31,0.05,-159.26799999999997,5340,40.92,134.12
1003,295.9000000000003,10300,85,243,0.05,-137.58799999999997,5624,43.36,140.2
1004,-99.80000000000007,8600,66,196,0.05,-153.91599999999997,5628,43.16,139.68
1005,500.5999999999999,9200,78,225,0.05,-126.67599999999996,5660,44.04,141.68
1006,-326.29999999999995,3500,27,97,0.05,-139.98399999999995,5392,42.48,137.76
1007,-75.30000000000007,3000,28,100,0.05,-141.48799999999997,5352,42.08,136.72
1008,-278.20000000000016,6700,49,155,0.05,-142.47999999999996,5588,43.72,140.96
1009,-361.40000000000003,200,2,28,0.05,-141.66799999999998,5456,42.64,137.84
1010,58.39999999999967,10000,74,219,0.05,-122.41599999999998,5780,45,143.68
1011,-112.50000000000001,7900,49,154,0.05,-108.31999999999998,6016,46.24,146.64
1012,-388.6,2100,19,82,0.05,-108.40799999999999,5932,46.04,146.08
1013,73.80000000000004,9400,72,210,0.05,-82.81999999999998,6020,46.84,147.92
1014,-282.6000000000001,2100,19,79,0.05,-80.59999999999998,6068,47.24,148.96
1015,-155.20000000000005,3800,32,113,0.05,-81.728,5980,46.76,147.72
1016,-78.09999999999982,9900,73,212,0.05,-67.31999999999998,6368,49.6,154.52
1017,-443.6000000000001,1500,9,57,0.05,-76.58799999999998,6332,49.16,153.72
